"6b08e8fa5c17aa3b435bf611aae7db0abb0a878e","1570","Arkanoid - Doh It Again (USA)"
"e8ee828ba3961cc76edbaf74bb26a63ab274956e","1571","Art of Fighting (Europe)"
"db0ed085bd28bf58ec050e6eb950471163f8367e","1571","Art of Fighting (USA)"
"108774bfbb16f11d9884587f98a4a76077e7b12f","","Aryol (Japan)"
"eb1f8139d1490c268eb2c2cca3634bf1676e1c48","","Asahi Shinbun Rensai - Katou Hifumi Kudan Shougi - Shingiryuu (Japan)"
"da6ac0d2c305c6c6fb8ab281560d2cf65648f048","","Asameshimae Nyanko (Japan)"
"36a58cf915f394875b1ff6cb9bca539e0cb4bda0","24843","Ashita no Joe (Japan)"
"d684958da04b909661371d7d5b657a6beb213629","3160","Asterix (Europe) (En,Fr,De,Es)"
"bfea708ee5e733640d1ae1a5f72ca1f0bda95ded","1572","Asterix & Obelix (Europe) (En,Fr,De,Es)"
"1d8b3fb116749f6faa7503b9991f85da8382c4a2","","Atlas, The - Renaissance Voyager (Japan)"
"8bfa0b57ab1ed3331ab8fdc34b5639cea1d1ccb1","1573","Axelay (Europe)"
"15562f13c405fc401dc461cb5e0e917af8a9f7e4","1573","Axelay (Japan)"
"5ef7d869547a47cfb73402151330140a83ffed45","1573","Axelay (USA)"
"bbed960711272c5970e8a41189ede55e7a7c5c49","1573","Axelay (USA) (Sample)"
"81fefad465c138d3aa0b7e38a61daf6576a60a9e","2763","B.O.B. (Europe)"
"8b9efe5107285c776b24241a0a93f54f23a46e09","2763","B.O.B. (USA)"
"c8bca249ebd481dfd7bb851c7846844ab70d3003","9054","Bahamut Lagoon (Japan)"
"5670308f143087f1ca6e19978e3fe1e776cdf249","","Bakukyuu Renpatsu!! Super B-Daman (Japan)"
"a24edc1cdb730792f2d1d2a474121fec24a64cf9","","Bakumatsu Kourinden Oni (Japan)"
"9635b097fbd93f90ce68da9483347002ad2beb02","","Bakutou Dochers - Bumps-jima wa Oosawagi (Japan)"
"03d23158c196e84368374e153b97c3ef2d1a8166","24870","Ball Bullet Gun (Japan)"
"236a466af4e05061b06d48bae637bb29f86672ad","3369","Ballz 3D - Fighting at Its Ballziest (USA)"
"7501fa2f205b4ba5123228ce6be23182aa1e1be1","","Barbarossa (Japan)"
"801776c4651db49fc0cb1fdbaf0a2ca8741d87c2","3370","Barbie Super Model (USA)"
"a03b948527267da11e908c41a41fab69d45ca766","3476","Barbie Vacation Adventure (USA) (Proto)"
"eaaa4e4d6316df1e71e1b2a9c81911b52765ad56","1515","Barkley no Power Dunk (Japan)"
"00a4567aa3b1a190bf12000f6063118bbc3cb5a1","1515","Barkley Shut Up and Jam! (Europe)"
